financial_factor,multi_factor,internet_factor,total_charges,monthly_charges,client_factor,tenure,monthly_contract,two_year_contract,fiber_optic,electronic_check,online_backup,paperless_billing,streaming_movies,multiple_lines,device_protection,churn
2.278932341727866,2.0122519856725782,2.9985069244344738,7382.25,106.7,2.8670759979668254,71,0,1,1,0,0,0,1,1,1,0
2.08142010485367,1.1871637072927792,1.2301299754509336,528.35,55.2,1.7129666356634747,10,1,0,0,0,0,0,0,0,1,1
4.2515217479190515,2.8581204236724806,3.4420796045939785,1862.9,90.05,3.3442866521917582,21,1,0,1,1,1,1,1,0,1,0
3.956480435022994,2.585112554393191,2.668097328042757,39.65,39.65,3.8824638314155995,1,1,0,0,1,0,1,1,0,1,1
1.7275403441306327,1.7857481610217314,2.412349302954432,202.25,19.8,2.007088041710946,12,0,0,0,0,0,0,0,0,0,0
2.6499558802418957,2.3305777445045375,3.079304936089553,20.15,20.15,3.2456430934615175,1,1,0,0,0,0,0,0,0,0,1
2.2612982813333815,1.4970187560802375,1.3049761470226604,3505.1,59.9,2.073201141498649,58,0,1,0,0,1,1,0,1,0,0
2.17585104362755,1.1441196369828683,0.8201892280290302,2970.3,59.6,1.617006813112749,49,1,0,0,0,1,0,0,0,0,0
2.692121227947547,1.8689425074275594,1.3239772052763719,1530.6,55.3,2.9470289425545753,30,1,0,0,0,1,1,0,0,0,0
3.853842559029798,2.133410338454262,3.7721148808310843,4749.15,99.35,2.302520495878041,47,1,0,1,1,1,1,1,1,0,1
3.542295025542135,1.8844830099206848,2.487486920742315,30.2,30.2,2.137906965285132,1,1,0,0,1,1,0,0,0,0,1
2.8337994985686787,1.6251203984216875,1.2399507424754077,6369.45,90.25,2.7801448615313396,72,0,1,0,0,1,1,1,1,1,0
2.8791137465133314,1.9422390767663935,1.9100611990436567,1093.1,64.7,2.207433604987598,17,1,0,0,0,0,1,1,0,0,1
2.7171730344680833,2.060524812343593,2.58412792086138,6766.95,96.35,3.5279276060084435,71,0,1,1,0,1,1,0,1,1,0
3.982190756299585,2.9597421627951714,4.322086402806225,181.65,95.5,4.034821581191013,2,1,0,1,0,0,1,1,0,1,0
1.7161256293688427,1.0382317482796575,0.6674174729710587,1874.45,66.15,1.7136395088896923,27,0,0,0,0,1,0,0,0,1,0
2.85207150815916,2.353572594879553,3.043223267640645,20.2,20.2,3.460375046465611,1,1,0,0,0,0,0,0,0,0,0
2.910661197961764,2.561434569773094,2.4361226268972795,45.25,45.25,3.944072299843342,1,1,0,0,0,0,0,0,0,0,0
2.0284508884341674,1.4954996224759454,2.505399266057276,7251.7,99.9,2.360400755391799,72,0,1,1,0,1,0,0,1,0,0
3.8850975773631706,2.9567690379184155,3.6689128575327663,316.9,69.7,3.5378326350995413,5,1,0,1,1,0,1,0,0,0,1
2.858783367693065,2.628338950032459,3.2474338406990464,3548.3,74.8,2.7787271857402747,46,1,0,1,0,0,1,0,0,1,0
4.027384833320677,2.7592866161935246,3.6518070204658066,3549.25,106.35,3.3249008818147763,34,1,0,1,1,1,1,1,1,1,1
3.39459451293879,2.651675345193818,3.6413500894704636,1105.4,97.85,3.344640742783386,11,1,0,1,0,0,1,1,1,1,1
1.6962587088815173,1.4171095706629901,1.8214608216957975,475.7,49.55,1.4855768556159006,10,0,0,0,0,1,0,0,0,0,0
2.4356531892093622,1.3247363368951064,1.2283731286118023,4872.35,69.2,1.596294812855323,70,0,1,0,0,1,1,0,1,0,0
1.55330228807212,1.4728508813303027,2.494186808454557,418.25,20.75,1.8282008676964858,17,0,0,0,0,0,0,0,0,0,0
2.174639580020659,1.5799965115459318,0.603192582653049,4861.45,79.85,2.82806555294632,63,0,1,0,0,1,1,0,1,1,0
3.299152737645411,1.7224274306031802,0.7001605320812079,981.45,76.2,2.338314852779482,13,1,0,0,1,1,1,0,1,0,0
3.396493148214884,2.6302327954659934,3.0384851473681604,3906.7,84.5,2.8320597756142414,49,1,0,1,1,0,1,1,1,0,0
2.5802575250010547,1.9914072093112691,2.562125674030535,97.0,49.25,3.331607732330328,2,1,0,0,0,1,0,0,0,0,0
4.10494404327565,2.704592514817189,3.481914065127412,144.15,80.65,3.361477580539868,2,1,0,1,1,0,1,0,0,0,1
2.3840405589834273,1.6353610524761042,0.7765194315935001,4217.8,79.75,2.734957047611081,52,0,1,0,0,0,1,1,1,0,0
2.178929714837811,1.0043631487879965,0.629167899373879,4254.1,64.15,1.8771171520742478,69,0,1,0,0,0,1,0,1,1,0
4.052375497441795,2.9138084047506574,3.509375409118153,3838.75,90.25,3.97404007959895,43,1,0,1,1,1,1,0,1,0,0
3.361935949826012,2.5674822091371405,3.062480881313808,1426.4,99.1,3.6352430365715858,15,1,0,1,0,1,1,1,0,0,1
2.8398299836576593,1.7658142476361114,0.5298223000416474,1752.65,69.5,2.8842570900079094,25,1,0,0,0,0,1,0,1,0,0
3.3451720904817375,2.635271850292441,3.515205180588017,633.3,80.65,3.416981171838576,8,1,0,1,0,1,1,0,1,0,1
2.3128795707035548,1.2282233949998964,0.9514593552115698,4456.35,74.85,2.200851907792427,60,0,0,0,0,1,1,1,0,1,0
3.9093982868437456,3.136009314170056,3.473756184765936,1752.55,95.45,4.054262143728324,18,1,0,1,1,0,1,1,1,0,1
2.718122719338655,1.854058219199698,2.997617107865124,6311.2,99.65,2.0570134629024475,63,0,0,1,0,0,1,1,1,0,0
3.2843685563963323,2.349342570149293,2.9301316541928535,7076.35,108.45,2.7233211962288544,66,0,0,1,1,1,1,1,1,1,0
1.5768053248444156,1.5154164095779972,2.5082433069425156,894.3,24.95,1.7206089993012976,34,0,1,0,0,0,0,0,1,0,0
2.655155902447678,2.221953085506857,2.944581425906792,7853.7,107.5,3.370839719600791,72,0,1,1,0,0,1,1,1,1,0
3.8131758597606495,2.574240374778607,3.578257809214607,4707.1,100.5,2.8648603669558463,47,1,0,1,1,0,1,1,1,1,0
3.4041680125850897,2.6923617560886157,3.5899086985597326,5450.7,89.9,3.516783592571932,60,1,0,1,0,1,1,0,1,0,0
1.7797016322439008,1.340197804737459,1.5461395883893232,2962.0,42.1,2.197663242034867,72,0,1,0,0,1,0,0,0,1,0
2.3033528503572085,1.1958485644873498,1.4347342847098519,957.1,54.4,1.6112487050220674,18,0,0,0,0,0,1,0,0,1,0
3.2918373905581837,2.65790857887239,3.590336257373956,857.25,94.4,3.5032691582766864,9,1,0,1,1,0,0,1,1,0,1
3.9275979553263247,2.244623703403522,1.7356399352338403,244.1,75.3,3.452069125390205,3,1,0,0,1,1,1,1,0,0,0
2.780106580367268,2.170732949016775,2.951458177418507,3650.35,78.9,2.059770736216155,47,0,0,1,1,1,1,0,1,0,0
1.4772857467429863,1.446224296835371,1.4575446659898095,2497.2,79.2,2.6589994464555398,31,0,1,0,0,1,0,1,0,1,0
1.901732128403601,1.453059076645708,2.5638571996155792,930.9,20.15,1.5967118572743988,50,0,1,0,0,0,0,0,0,0,0
2.877763304592496,2.275295479570598,2.4608376850740936,887.35,79.85,2.6797894010963006,10,1,0,1,0,0,1,0,0,1,0
2.596590833955554,1.9284928541025221,1.8926646971887393,49.05,49.05,3.479415612123454,1,1,0,0,0,0,0,0,0,0,0
2.812981734129666,1.8252133022369916,2.5580859112423284,1090.65,20.4,1.7504828035202653,52,0,0,0,1,0,1,0,0,0,0
3.03307693255739,1.8835790347005188,2.5476160319213066,7099.0,111.6,2.713265958565746,64,0,1,1,0,0,1,1,1,1,0
2.1974920620141387,1.7028304205327003,2.3979489665607536,1424.6,24.25,1.5595733607035984,62,0,1,0,0,0,1,0,1,0,0
3.4203101999266474,1.7310259594819448,1.3951217682794277,177.4,64.5,2.812719593543097,3,1,0,0,0,0,1,1,0,0,0
2.8191609479632507,2.4946015810724274,3.0215303734807564,6139.5,110.5,4.011052185525544,56,0,0,1,1,1,0,1,1,1,0
1.7181156087987168,1.6336235316137964,1.9190393370474013,2688.85,55.65,2.872736719137635,46,0,0,0,0,0,0,1,0,0,0
2.7696706132886137,1.2182217964064788,2.136809813634491,482.25,54.65,2.122918256434512,8,1,0,0,0,1,0,0,0,0,0
3.48819708179287,2.2296076684013304,1.1761448975661704,2111.3,74.75,3.471788768550514,30,1,0,0,1,1,1,1,0,0,0
2.1921614415732043,1.6573110437418,2.5924677517169834,1216.6,25.9,1.584031496847106,45,0,0,0,0,0,1,0,1,0,0
4.002820826022662,2.7476276683239154,3.5586098972015097,79.35,79.35,2.791017979453085,1,1,0,1,1,0,1,0,0,0,1
2.926014657116683,1.6192466991595265,1.3123895810453643,565.35,50.55,1.67448342229439,11,1,0,0,1,0,0,1,0,0,0
3.375470675261841,2.69741538217705,3.5231075071941715,496.9,75.15,2.78068187053405,7,1,0,1,0,0,1,0,0,1,1
3.4198109432381907,2.5211680954945694,3.1595181296577235,4327.5,103.8,3.371207244187765,42,1,0,1,0,1,1,1,0,1,0
2.1284074798488266,1.8178489100008215,2.705686574457756,973.35,20.15,2.1685541108047306,49,0,1,0,0,0,1,0,0,0,0
3.34848907244315,2.6163244192549517,3.785269398632029,918.75,99.3,3.306310521027394,9,1,0,1,0,1,1,1,1,0,0
2.2491732744230823,1.4244109634150854,1.1024365854398444,2215.45,62.15,2.184614225185218,35,0,0,0,0,0,1,0,0,0,0
1.6744009799529778,1.5488742318272555,2.4153193161934414,1057.0,20.65,1.6508785076459536,48,0,1,0,0,0,0,0,0,0,0
2.124388349727825,1.7596286949546909,2.5401326055482527,927.1,19.95,1.52518269127182,46,0,1,0,0,0,1,0,0,0,0
2.1206917801611027,1.7687981063911966,2.0152681622814486,1009.25,33.75,2.3199318379519016,29,1,0,0,0,0,0,0,0,0,0
2.374370497921662,1.9993661076150149,2.8870129428184694,2570.2,82.05,1.553510222279271,30,1,0,1,0,1,0,0,0,1,0
3.4345706732578574,2.4759968601215587,2.9117863777726547,74.7,74.7,3.889701683706486,1,1,0,1,1,0,0,0,0,0,0
2.238677589599364,1.05303583998239,0.9117598051649208,5714.25,84.0,1.7284236168409877,66,0,1,0,0,0,1,1,1,1,0
3.3578885087693986,2.6116081172529215,3.187755562154234,7107.0,111.05,3.41311517143716,65,1,0,1,0,1,1,1,1,1,0
2.8091000901564973,2.5906130136232877,3.6211480592505807,7459.05,100.9,3.4160689650637193,72,0,1,1,0,1,1,1,1,1,0
3.2387365247699007,2.4602486519322952,2.532679761884369,927.35,78.95,2.717950255125109,12,1,0,1,1,0,1,0,1,0,1
2.214236720861207,1.0250853415235701,0.8247431636161606,4748.7,66.85,1.5552963629040166,71,0,0,0,0,1,1,0,1,0,0
2.7943386928284424,2.4696167363779526,3.0484851318676167,113.85,21.05,3.330602490008219,5,1,0,0,0,0,0,0,0,0,1
1.65774155157401,1.7451407366456122,2.485506335579994,1107.2,21.0,2.674727907136463,52,0,1,0,0,0,0,0,0,0,0
4.008564430331204,2.745873342219555,3.6695651017932636,2514.5,98.5,3.5175920334053887,25,1,0,1,1,1,1,1,0,1,1
2.8295601595523094,2.4125693508222095,3.1082246709917043,20.2,20.2,3.324953230386889,1,1,0,0,0,0,0,0,0,0,0
3.435161579320682,2.083924532291229,2.9864322640725662,19.45,19.45,2.1321192933377233,1,1,0,0,1,0,0,0,0,0,0
2.18233435390718,1.9419592358517492,3.1160248308571745,3605.6,95.0,3.214763378389775,38,0,0,1,0,0,0,0,1,1,0
1.8512667042538529,1.690558069663739,1.987560254960848,3027.25,45.55,2.6875971701034502,66,0,0,0,0,1,0,0,0,1,0
2.805399246868139,1.9894889839430128,2.9911102920694868,7611.85,110.0,2.66707897532713,68,0,1,1,0,1,1,1,1,1,1
2.7542899663081166,1.9847292782625954,2.599157914712144,100.2,24.3,3.3667716436551287,5,1,0,0,0,0,0,0,0,0,0
3.517149087089403,2.0651192488669587,3.0348816579032984,7303.05,104.15,2.5729933654145616,72,0,0,1,1,1,1,1,1,0,0
1.7281148860886146,1.507970988936701,1.3242415307298752,927.65,30.15,2.9709770230845582,32,0,0,0,0,0,0,0,0,0,0
2.3158085735625127,2.458053203334345,3.5440756109580245,3921.3,94.35,3.28805769834695,43,0,0,1,0,0,0,1,1,0,0
1.744158180429011,1.505745782139745,2.3174090711353794,1363.25,19.4,1.8925752301726386,72,0,1,0,0,0,0,0,0,0,0
3.9716970026415095,2.385277142988049,2.981728005408415,5238.9,96.75,2.8406622791209926,55,1,0,1,1,1,1,0,1,0,1
1.7385693494475283,1.2533428352553617,0.8019678381596779,3042.25,57.95,2.8455274063032867,52,0,0,0,0,0,0,0,0,1,0
4.001886028962636,3.0743417923522043,3.7529336221940226,3954.1,91.65,3.54483569526409,43,1,0,1,1,1,1,0,0,1,0
3.634970591634917,2.611293360075406,3.1120502303866004,2868.15,76.5,2.761146062156674,37,1,0,1,1,0,1,0,1,0,1
2.7410905904615017,1.4628688355833952,1.3776211823748379,3423.5,54.6,1.3808707532947866,64,0,1,0,1,1,1,1,0,0,0
3.3664632851214376,2.239305515229752,2.9422482185036603,248.4,89.85,2.1364714299768766,3,1,0,1,1,1,0,0,0,0,0
1.7151336668255293,1.45091046754732,1.449890883544782,1126.35,31.05,2.624050234345756,36,0,1,0,0,0,0,0,0,0,0
3.872154913957779,2.0768272250766584,3.027681763483159,1064.65,100.25,2.404726964619157,10,1,0,1,1,0,1,1,1,0,1
1.6424303190216372,1.7380478065651568,2.4437949179443765,835.15,20.65,2.6730673395926714,41,0,1,0,0,0,0,0,0,0,0
2.8567571535127296,2.0319509287253257,2.51026455668442,2151.6,85.2,1.5786447616856225,27,1,0,1,0,1,1,0,1,0,0
2.8476439192491,2.166217548104227,3.787267592012373,5515.45,99.8,2.2578128444290977,56,0,0,1,0,0,1,1,1,1,0
2.8010194753669184,2.23941820980559,3.106614028549484,112.75,20.7,3.2426410864947504,6,1,0,0,0,0,0,0,0,0,0
3.821929630345352,2.8593841310070314,3.5361579075090215,229.55,74.4,3.3091367374626226,3,1,0,1,1,0,1,0,1,0,1
2.631003825312319,1.3967418687138742,1.8911455001721207,350.35,50.7,2.2350623084172785,7,1,0,0,0,0,0,0,0,0,0
2.6865058016777845,1.8684503196127107,3.149321333826699,62.9,20.85,2.449303612638871,4,1,0,0,0,0,0,0,0,0,0
2.8318220813026036,2.112561690099645,1.7457232728667775,3027.65,88.95,2.627151958898893,33,0,1,1,1,0,1,0,0,0,0
3.4164300852523164,2.9242281973572934,3.225123840845965,2135.5,78.05,3.509549881480008,27,1,0,1,1,0,1,0,1,1,1
2.2948658189750986,1.7385942310551514,2.319284364280904,1723.95,23.55,2.2139996658636765,72,0,1,0,0,0,1,0,1,0,0
2.825714635505134,2.3141244318623784,3.28419915355558,19.75,19.75,3.44458565756954,1,1,0,0,0,0,0,0,0,0,0
2.964195848630434,2.074521170985949,1.211555191143091,3985.35,56.45,3.456415100385234,71,0,0,0,1,1,1,1,0,0,0
3.488980964690173,2.522210543030477,3.1196805418807068,1215.65,85.95,2.6781377905972015,13,1,0,1,1,0,1,1,1,0,0
2.9802308435711313,1.3491966413514087,1.3718524412154507,1502.65,58.6,1.5002673934164126,25,1,0,0,0,1,1,1,0,1,1
1.6109341581981376,1.5182334957385242,1.5003751913874264,3260.1,50.55,2.79970676158833,67,0,1,0,0,0,0,0,0,0,0
3.7872373666099337,2.610975277113708,2.4347719853140486,35.45,35.45,3.4099288099484366,1,1,0,0,1,0,1,1,0,0,1
3.4966087225266334,2.2993115744516395,2.6319143213471565,81.25,44.35,3.3573913698963382,2,1,0,0,1,0,0,0,0,0,1
2.269895042267407,2.0100838471332505,2.5393122694933954,1188.2,25.7,2.793373656863061,43,0,1,0,0,0,1,0,1,0,0
2.689409141004328,2.175483563829078,2.5549956067291912,1778.5,75.0,2.748094888794249,23,1,0,1,0,0,1,0,0,0,0
1.611860022372087,1.658588688530518,2.4839741909293926,1277.75,20.2,1.6651983407374413,64,0,1,0,0,0,0,0,0,0,0
2.4658106621122404,1.9261301164050049,2.3914415359135894,1170.55,19.6,2.230479280286699,57,0,1,0,0,0,1,0,0,0,0
3.309825973970877,2.642274812921429,3.419512608389731,70.45,70.45,3.532201668340187,1,1,0,1,0,0,1,0,0,0,1
2.280253362449552,1.1586014664161268,0.6547791753631036,6425.65,88.05,2.2828275930070445,72,0,1,0,0,1,1,1,1,1,0
3.4131104877312537,1.9738614665887277,1.355467398307019,563.65,71.15,3.3127260307691713,8,1,0,0,1,0,0,1,1,0,1
2.720537902403358,2.4221679727512475,3.74443025742715,5971.25,101.05,3.0648044938158687,61,0,1,1,0,1,1,1,1,0,0
2.2984606404043353,2.153399265102386,2.3840889723239402,5289.05,84.3,2.771055794138879,64,0,0,1,0,1,1,0,1,0,0
1.7136250420094499,1.7485584006959274,2.4047154458159543,1756.2,23.95,2.742888578512538,71,0,1,0,0,0,0,0,1,0,0
3.039058384789062,1.8493567779007614,2.5323636316714375,6416.7,99.05,2.3047172496768074,65,0,1,1,0,1,1,0,1,0,0
2.1243027486488733,2.0407544007987197,3.0169333065793875,61.35,19.6,3.372320745407481,3,0,0,0,0,0,0,0,0,0,0
3.827648870558777,2.533960441758167,2.4478858762672027,45.65,45.65,3.4535555849010007,1,1,0,0,1,0,1,0,0,0,1
1.6604031852752084,1.3752133551879755,1.8976893355790265,1929.95,64.5,2.235583181857299,30,0,0,0,0,1,0,0,0,1,0
2.8367803321994933,1.4816513726671976,1.2285203563520277,1071.4,69.5,1.5757343603897616,15,1,0,0,0,1,1,1,0,1,0
3.9544790566119024,1.787155764640753,1.957144753577022,564.35,68.55,2.206595661304145,8,1,0,0,1,0,1,1,0,0,0
3.449712082956369,2.834304119077289,4.342826929066126,655.5,95.0,3.8475066017583246,7,1,0,1,0,0,0,1,1,0,1
2.764701676872661,1.9320324327702978,3.125916725267116,7930.55,108.15,2.1598187567606226,70,0,0,1,0,1,1,1,1,1,0
2.1831449656545243,1.1574820393485497,0.8590680939869034,5215.25,86.1,1.4933865585716326,62,0,1,0,1,1,0,1,0,1,0
2.7629703411731157,1.8445641076777428,3.1471028084149895,113.5,19.7,2.321438687483249,6,1,0,0,0,0,0,0,0,0,0
2.7522600753015016,2.200326027455766,3.11631744498621,1152.8,80.9,1.461250935633125,14,1,0,1,0,0,1,1,0,0,0
2.771025818338364,2.3610638301753357,3.0432082310342,1821.95,84.15,2.8298815388793095,22,1,0,1,0,0,1,0,1,0,0
1.591933927288426,1.41760214036073,2.4668049884080676,419.9,20.15,1.7093658533924716,22,0,0,0,0,0,0,0,0,0,0
1.5889501113056461,1.1397125846189677,1.203525479424242,1024.0,64.25,1.9050867826111357,16,0,1,0,0,0,0,0,0,1,0
1.7304417241304697,1.77635915988271,2.416264981302899,251.6,25.7,2.7174918688821896,10,0,1,0,0,0,0,0,1,0,0
3.3957515284584185,1.869769434437724,1.4329857924882974,764.55,56.0,2.2547419964324567,13,1,0,0,1,1,1,0,0,0,0
2.620111479828563,1.9448756504032052,2.403321140382566,1592.35,82.4,2.209203806874145,20,1,0,1,1,0,0,0,1,0,1
3.871581164988878,2.702370274602476,3.7639037318634565,135.2,69.7,3.340143393493745,2,1,0,1,1,0,1,0,0,0,0
2.324900145491031,1.6504479281648232,1.3634337387777722,3958.25,73.9,2.648700191680366,53,0,1,0,0,1,1,1,1,1,0
1.6507474511636784,1.469187220636953,2.5168501385734676,233.9,20.6,1.641816367659477,11,0,0,0,0,0,0,0,0,0,0
1.5967150016377119,1.7873963970834275,2.558023418212738,1363.45,19.9,2.222312951763742,69,0,1,0,0,0,0,0,0,0,0
3.232341923900627,2.519095049348081,3.5625009171029958,273.0,70.9,3.4292111902519617,4,1,0,1,0,0,1,0,0,0,1
2.145312811420403,1.3216245110896117,0.6476327586805335,6254.45,89.05,2.3239640714443235,72,0,1,0,0,1,1,1,1,1,0
3.394001207158348,2.2063968491430543,2.007091167567764,2651.2,45.3,2.8054049990687546,58,1,0,0,1,1,1,1,0,1,1
2.8547534974854902,1.6804069427670991,2.4960140007723557,321.4,20.4,1.700874247295265,16,1,0,0,1,0,0,0,0,0,0
2.0689285734650977,1.626597509236449,2.077455312679512,3539.25,84.25,2.1224107378706134,43,0,0,1,0,0,1,0,0,1,0
4.654650844079825,2.6345665631147455,3.6781877507643,242.8,104.4,3.3113186979123737,2,1,0,1,1,0,1,1,1,1,1
1.7651466860595912,1.49407462782341,1.3050912067760567,1181.75,81.95,2.4740346372054938,14,0,1,0,0,1,0,1,0,1,0
2.784236314312938,2.3283563157700535,3.5100991490417406,5000.2,94.85,2.817789981583754,53,0,0,1,0,0,1,1,0,1,1
1.6455904967156174,1.928994682784673,2.545476627891477,654.55,20.55,2.8481899661239987,32,0,0,0,0,0,0,0,0,0,0
2.924659184276129,2.054967028584135,2.5707763899407423,780.2,24.7,2.2245284096407687,34,1,0,0,1,0,0,0,1,0,0
2.7167121140259036,2.8340989612346137,3.1019864974437366,1145.7,74.45,3.3261307225099204,15,1,0,1,0,0,1,0,1,0,1
2.6473839284239977,2.3843717605141967,3.0955115288065356,503.6,76.45,3.8123574008859036,7,1,0,1,0,0,0,0,0,0,1
3.283313056621276,2.2500490625006875,3.6433504142098516,1559.25,105.35,2.360102008753551,15,1,0,1,0,1,1,1,1,1,0
2.217030942779617,1.8404470108089315,2.55917257169126,1252.0,20.55,2.388154006162351,61,0,0,0,0,0,1,0,0,0,0
2.725489844617776,2.0184831130321648,2.495970424531642,29.95,29.95,3.140405663682642,1,1,0,0,0,1,0,0,0,0,1
2.7746489587500967,2.0999457912242927,2.431585139865834,45.3,45.3,3.5050397111630693,1,1,0,0,0,0,0,0,0,0,0
3.0560112227910237,2.5859705127129695,3.4855903209935186,662.65,84.5,3.3985816273695626,8,1,0,1,0,0,0,1,1,0,1
1.5908656179547713,1.0626268487112034,1.2511816313278925,2453.3,74.75,1.4934685959336806,33,0,0,0,0,0,0,1,0,1,0
3.541176804560325,2.6359409967141585,3.0464089842772286,1111.65,79.25,2.696647711465325,13,1,0,1,1,1,1,0,0,1,1
3.8290656627560264,2.390334888680402,2.386531998224235,24.8,24.8,2.9420207787449,1,1,0,0,1,0,1,0,0,0,1
2.395891056648553,2.1436239114048505,1.9274850410073134,1023.85,51.8,2.7956490977297004,20,1,0,0,0,1,1,0,0,0,0
3.4459673716270225,2.1081643955618055,1.7925826635028514,82.15,30.4,3.240761656920225,3,1,0,0,1,0,0,0,0,0,0
2.3584042938031518,2.180787366932138,2.45530027201711,244.8,19.65,2.7156449544830306,13,0,0,0,1,0,0,0,0,0,0
2.2424034642823014,1.7319229517372117,1.6713991714092211,2379.1,56.6,2.195750181690018,40,1,0,0,0,1,0,0,1,0,0
2.229783200839519,0.9826931196557646,0.8393105676934582,3173.35,71.9,1.6341530615643125,43,0,0,0,0,0,1,1,1,0,0
4.562821586709844,2.9003183046724437,4.344269383705153,531.0,91.0,3.3597688544224282,6,1,0,1,1,1,1,1,0,1,1
1.4847800335938108,1.5820840470609783,2.3534702288594884,1375.4,19.75,1.5180141102029792,69,0,1,0,0,0,0,0,0,0,0
2.3280576569035456,1.8025051855063492,3.133421115498469,8129.3,109.7,2.0846701051552468,72,0,1,1,0,1,0,1,1,1,0
1.5721877129062232,1.4394238376223742,2.4854428923374776,1192.7,19.3,1.7690715020371668,59,0,1,0,0,0,0,0,0,0,0
4.038177485322125,2.4911950033328427,2.619282146583854,1901.65,96.55,2.759010165439977,20,1,0,1,1,1,1,0,0,0,0
2.2909031816544925,1.5320875689821891,2.3996702343500833,587.4,24.1,1.7462884686051021,24,0,1,0,0,0,1,0,1,0,0
3.8503010996471256,2.6083923402262825,2.9478656194708406,6519.75,111.35,3.2730184638453075,59,1,0,1,1,1,1,1,1,1,0
2.7143962009774802,1.9267070851462917,3.1802365470864546,8041.65,112.25,2.1320192939760227,72,0,1,1,0,1,1,1,1,1,0
2.7328975024077344,1.861329752917128,3.111461298310516,20.75,20.75,2.8629378916649095,1,1,0,0,0,0,0,0,0,0,0
2.7974156963190313,1.8592692984494685,2.562400538163122,2681.15,101.9,2.779273441021055,27,0,0,1,0,0,1,1,0,0,0
2.83705164450428,2.2129156797644125,2.444555515030228,1112.3,80.05,2.826240351590923,14,1,0,1,0,1,1,0,0,0,0
2.7784881314067946,1.898695898112293,2.8984952094846816,7405.5,105.55,2.1530713682151075,71,0,1,1,1,0,0,1,1,1,0
2.8478984436156236,2.1527105752902154,2.9657869850864684,1033.95,78.3,2.3049393932119107,13,1,0,1,0,0,1,0,0,0,0
2.103189773289619,2.1601923207002978,3.1297966093243024,2958.95,68.85,2.86217638773646,44,1,0,1,0,0,0,0,0,0,0
2.164385809607646,2.123883655347184,2.5439162448878263,2684.85,79.95,2.7825858989205683,33,0,0,1,0,1,1,0,0,0,0
2.3101782938464326,1.1433525327423892,0.6936636683842698,4179.2,55.45,1.599279251011262,72,0,1,0,0,1,1,1,0,1,0
3.3612493478417482,2.5528063143932918,3.684637191897414,79.9,79.9,3.570555893487832,1,1,0,1,1,0,0,1,0,0,1
4.096691177293472,2.4872599779075757,2.374223422227201,1934.45,106.6,3.42291796355034,19,1,0,1,1,0,1,1,0,1,1
2.943033141048526,2.0261582572587873,3.0395156658903595,6654.1,102.45,2.8079871615276644,64,0,0,1,0,1,1,1,0,1,0
3.469138130631493,2.2000451499692595,2.2487133478123713,84.5,46.0,3.384098795410948,2,1,0,0,0,0,1,0,0,0,1
3.251706683118165,2.3309886253104994,2.2891222539892007,25.25,25.25,3.3811814216711276,1,1,0,0,1,0,0,0,0,0,0
